"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.575	0.6	0.575	0.1	0.1125	0.275
0.325	0.2	0.4875	0.05	0.1625	0.2125
0.15	0.575	0.275	0.025	0.075	0.075
0.125	0.35	0.3125	0.0375	0.075	0.1625
0.275	0.25	0.325	0	0	0.1
0.1	0.325	0.2625	0.0625	0.0625	0.1125
0.2	0.25	0.225	0.0375	0.1	0.1125
0.275	1	0.3875	0.0875	0.0375	0.0875
0.325	0.975	0.5125	0.0125	0.1125	0.1
0.075	0.425	0.2125	0.025	0.1125	0.1
0.35	0.9	0.6375	0.0625	0.1625	0.2625
0.4	0.925	0.5375	0.025	0.025	0.125
0.4	0.35	0.45	0.0625	0.0875	0.15
0.1	0.775	0.1875	0.0375	0.225	0.175
0.425	0.975	0.675	0.025	0.15	0.0875
0.1	0.325	0.2125	0.0625	0.0375	0.1125
0.425	0.15	0.275	0.05	0.075	0.2
0.1	0.425	0.1875	0.0625	0.1125	0.1625
0.5	0.425	0.425	0.0375	0.15	0.125
0.15	0.475	0.175	0.0125	0.0875	0.0625
0.2	0.5	0.3	0.0375	0.075	0.1375
0.25	0.45	0.3875	0.05	0.15	0.0875
0.375	0.975	0.4625	0.1125	0.125	0.2875
0.3	0.9	0.5	0.0875	0.125	0.3375
0.325	0.35	0.4125	0.0125	0.075	0.075
0.6	0.775	0.75	0.0125	0.05	0.1625
0.05	0.025	0.0875	0.0125	0.05	0.0375
0.125	0.55	0.325	0	0.125	0.1875
0.275	0.45	0.3625	0.0625	0.1125	0.1625
0.175	0.75	0.4375	0.075	0.0875	0.475
0.675	0.625	0.6375	0.075	0.15	0.2
0.2	0.4	0.0875	0.1	0.1375	0.15
0.125	0.275	0.2	0.125	0.075	0.15
0.225	0	0.0125	0.075	0.125	0.15
0.125	0.125	0.1625	0.025	0.075	0.05
0.2	0.45	0.3125	0.075	0.075	0.125
0.1	0.1	0.125	0.0125	0.0125	0.0625
0.45	0.65	0.5625	0.025	0.0375	0.2375
0.075	1	0.275	0	0.0125	0.0125
0.1	0.35	0.175	0.0375	0.0375	0.1375
0.25	0.375	0.3375	0.0125	0.05	0.05
0.125	0.35	0.15	0.025	0.075	0.1375
0.275	0.25	0.175	0.05	0.1	0.15
0.6	0.8	0.6625	0.075	0.075	0.175
0.7	0.85	0.75	0.1	0.075	0.1375
0.4	0.5	0.475	0.0625	0.1125	0.275
0.3	0.55	0.475	0.05	0.1125	0.375
0.525	0.725	0.475	0.0375	0.1	0.1625
0.3	0.45	0.425	0	0.1	0.1375
0.3	0.325	0.2875	0.075	0.0625	0.1375
