"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.4	0.4	0.4125	0.3	0.2	0.25
0.075	0.05	0.075	0.025	0.075	0.175
0.575	0.65	0.6375	0.175	0.175	0.3375
0.325	0.575	0.425	0.05	0.175	0.0875
0.3	0.375	0.3375	0.0875	0.1	0.125
0.45	0.55	0.5625	0.1375	0.2125	0.3
0.575	0.575	0.5875	0.1	0.2	0.2
0.225	0.2	0.175	0.0375	0.075	0.1
0.625	0.725	0.6625	0.0625	0.0875	0.125
0.325	0.25	0.275	0.0125	0.1375	0.2
0.275	0.175	0.2125	0.05	0.1125	0.225
0.075	0.45	0.1875	0	0.05	0.0625
0.15	0.975	0.175	0.175	0.175	0.3625
0.25	0.325	0.2625	0.2	0.2	0.225
0.975	0.5	0.525	0.1875	0.175	0.275
0.475	0.425	0.5	0.15	0.1125	0.075
0.275	0.375	0.2625	0.225	0.15	0.075
0.4	0.55	0.4875	0.1	0.125	0.1375
0.375	0.3	0.3125	0.0375	0.1125	0.1375
0.275	0.375	0.2875	0.1125	0.2	0.1875
0.4	0.425	0.35	0.1875	0.225	0.2625
0.25	0.325	0.25	0.0625	0.1625	0.1625
0.25	0.225	0.3125	0.0625	0.075	0.125
0.575	0.625	0.6375	0.125	0.3	0.3875
0.425	0.45	0.425	0.1375	0.1375	0.25
0.35	0.35	0.375	0.1375	0.125	0.2625
0.775	0.575	0.575	0.1	0.9875	0.1375
0.4	0.3	0.4	0.075	0.0625	0.1
0.375	0.325	0.375	0.2	0.225	0.2
0.625	0.75	0.6125	0.1375	0.25	0.2125
0.55	0.35	0.4375	0.0875	0.15	0.1625
0.375	0.375	0.425	0.025	0.075	0.1125
0.3	0.375	0.3125	0.1375	0.1	0.2125
0.5	0.325	0.3875	0.0625	0.0375	0.1375
0.35	0.25	0.275	0.0375	0.075	0.0625
0.2	0.275	0.1875	0.0875	0.1375	0.125
0.3	0.35	0.2875	0.0875	0.05	0.0875
0.55	0.5	0.525	0.0875	0.2	0.225
0.4	0.325	0.375	0.1625	0.1625	0.1875
0.525	0.45	0.4375	0.0375	0.1	0.2
0.4	0.375	0.4	0.125	0.225	0.2625
0.425	0.475	0.45	0.1875	0.1125	0.2
0.525	0.4	0.4875	0.1125	0.1125	0.1625
0.425	0.325	0.3375	0.025	0.0625	0.15
0.45	0.575	0.5	0.0625	0.1875	0.25
0.45	0.475	0.425	0.075	0.125	0.2125
0.35	0.35	0.325	0.075	0.05	0.2125
0.325	0.2	0.2375	0.025	0.075	0.125
0.25	0.375	0.3625	0.05	0.125	0.1
0.575	0.8	0.65	0.0125	0.0625	0.15
