"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.803894297635605	0.773296244784423	0.7663421418637	0.794158553546592	0.80250347705146	0.838664812239221
0.70193401592719	0.745164960182025	0.73037542662116	0.757679180887372	0.774744027303754	0.789533560864619
0.79144385026738	0.81283422459893	0.80855614973262	0.810695187165775	0.819251336898396	0.826737967914439
0.800232288037166	0.835075493612079	0.818815331010453	0.842044134727062	0.854819976771196	0.840882694541231
0.824419778002018	0.811301715438951	0.8284561049445	0.839556004036327	0.846619576185671	0.847628657921292
0.758152173913043	0.858695652173913	0.823369565217391	0.786684782608696	0.794836956521739	0.8125
0.714747039827772	0.764262648008611	0.768568353067815	0.807319698600646	0.814854682454252	0.819160387513455
0.723251028806584	0.63477366255144	0.725308641975309	0.756172839506173	0.770576131687243	0.773662551440329
0.868391451068616	0.822272215973003	0.84814398200225	0.934758155230596	0.920134983127109	0.924634420697413
0.757487922705314	0.770048309178744	0.766183574879227	0.776811594202899	0.777777777777778	0.8
0.795428571428571	0.678857142857143	0.717714285714286	0.801142857142857	0.803428571428571	0.803428571428571
0.683105981112277	0.660020986358867	0.677859391395593	0.802728226652676	0.82791185729276	0.78803777544596
0.839572192513369	0.85427807486631	0.844919786096257	0.903743315508021	0.898395721925134	0.894385026737968
0.749667110519308	0.761651131824234	0.769640479360852	0.762982689747004	0.757656458055925	0.760319573901465
0.76221928665786	0.750330250990753	0.737120211360634	0.822985468956407	0.822985468956407	0.850726552179657
0.868632707774799	0.820375335120643	0.851206434316354	0.886058981233244	0.89142091152815	0.880697050938338
0.773092369477912	0.802208835341365	0.80421686746988	0.825301204819277	0.823293172690763	0.815261044176707
0.731400966183575	0.739130434782609	0.784541062801932	0.817391304347826	0.817391304347826	0.798067632850242
0.801068090787717	0.809078771695594	0.805073431241656	0.843791722296395	0.831775700934579	0.854472630173565
0.824324324324324	0.818918918918919	0.831081081081081	0.822972972972973	0.821621621621622	0.841891891891892
0.726166328600406	0.752535496957404	0.747464503042596	0.773833671399594	0.768762677484787	0.775862068965517
0.815950920245399	0.779141104294479	0.803680981595092	0.844171779141104	0.839263803680982	0.87239263803681
0.746376811594203	0.817632850241546	0.798309178743961	0.834541062801932	0.842995169082126	0.818840579710145
0.758992805755396	0.649880095923261	0.691846522781775	0.814148681055156	0.833333333333333	0.751798561151079
0.782463928967814	0.815760266370699	0.771365149833518	0.817980022197558	0.824639289678135	0.829078801331854
0.691275167785235	0.654362416107383	0.652125279642058	0.817673378076063	0.813199105145414	0.804250559284116
0.823660714285714	0.802455357142857	0.841517857142857	0.856026785714286	0.857142857142857	0.860491071428571
0.799544419134396	0.826879271070615	0.84624145785877	0.835990888382688	0.84624145785877	0.861047835990888
0.76509186351706	0.758530183727034	0.763779527559055	0.754593175853018	0.766404199475066	0.772965879265092
0.752252252252252	0.744369369369369	0.753378378378378	0.772522522522523	0.772522522522523	0.736486486486487
0.670940170940171	0.790598290598291	0.747863247863248	0.787393162393162	0.802350427350427	0.807692307692308
0.726013847675569	0.790306627101879	0.799208704253215	0.805143422354105	0.810089020771513	0.816023738872404
0.767494356659142	0.750564334085779	0.77765237020316	0.746049661399549	0.767494356659142	0.787810383747178
0.502380952380952	0.685714285714286	0.860714285714286	0.823809523809524	0.833333333333333	0.83452380952381
0.883647798742138	0.794549266247379	0.857442348008386	0.870020964360587	0.861635220125786	0.880503144654088
0.813664596273292	0.809937888198758	0.822360248447205	0.839751552795031	0.855900621118012	0.86832298136646
0.771428571428571	0.729591836734694	0.756122448979592	0.818367346938776	0.829591836734694	0.827551020408163
0.822173435784852	0.726673984632272	0.770581778265642	0.83205268935236	0.850713501646542	0.858397365532382
0.745583038869258	0.685512367491166	0.759717314487632	0.812720848056537	0.798586572438163	0.808009422850412
0.796610169491525	0.819612590799031	0.823244552058111	0.824455205811138	0.849878934624697	0.85593220338983
0.853871319520174	0.872410032715376	0.885496183206107	0.885496183206107	0.887677208287895	0.893129770992366
0.814569536423841	0.847682119205298	0.855629139072848	0.84635761589404	0.854304635761589	0.858278145695364
0.780834914611006	0.804554079696395	0.82258064516129	0.83965844402277	0.83965844402277	0.83965844402277
0.735873850197109	0.69119579500657	0.724047306176084	0.797634691195795	0.801576872536137	0.764783180026281
0.746495327102804	0.752336448598131	0.753504672897196	0.800233644859813	0.814252336448598	0.814252336448598
0.81280193236715	0.729468599033816	0.794685990338164	0.842995169082126	0.829710144927536	0.815217391304348
0.804455445544555	0.788366336633663	0.790841584158416	0.831683168316832	0.830445544554455	0.824257425742574
0.757575757575758	0.808539944903581	0.827823691460055	0.792011019283747	0.790633608815427	0.805785123966942
0.765988372093023	0.78343023255814	0.758720930232558	0.859011627906977	0.859011627906977	0.863372093023256
0.804932735426009	0.839686098654709	0.840807174887892	0.839686098654709	0.844170403587444	0.859865470852018
