"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.213333333333333	0.266666666666667	0.186666666666667	0.876666666666667	0.796666666666667	0.59
0.42	0.906666666666667	0.673333333333333	0.87	0.66	0.72
0.573333333333333	0.36	0.436666666666667	0.913333333333333	0.806666666666667	0.786666666666667
0.28	0.346666666666667	0.29	0.91	0.893333333333333	0.683333333333333
0.326666666666667	0.333333333333333	0.31	0.913333333333333	0.823333333333333	0.81
0.606666666666667	0.46	0.51	0.846666666666667	0.76	0.696666666666667
0.646666666666667	0.54	0.7	0.92	0.73	0.613333333333333
0.306666666666667	0.32	0.296666666666667	0.776666666666667	0.786666666666667	0.913333333333333
0.466666666666667	0.753333333333333	0.666666666666667	0.87	0.763333333333333	0.71
0.726666666666667	0.626666666666667	0.66	0.953333333333333	0.756666666666667	0.65
0.46	0.433333333333333	0.436666666666667	0.906666666666667	0.663333333333333	0.666666666666667
0.386666666666667	0.326666666666667	0.393333333333333	0.86	0.906666666666667	0.733333333333333
0.466666666666667	0.326666666666667	0.376666666666667	0.8	0.93	0.58
0.453333333333333	0.38	0.443333333333333	0.83	0.666666666666667	0.663333333333333
0.4	0.28	0.343333333333333	0.883333333333333	0.8	0.693333333333333
0.54	0.553333333333333	0.57	0.93	0.826666666666667	0.663333333333333
0.42	0.413333333333333	0.42	0.86	0.75	0.663333333333333
0.593333333333333	0.413333333333333	0.556666666666667	0.9	0.723333333333333	0.566666666666667
0.506666666666667	0.34	0.493333333333333	0.886666666666667	0.736666666666667	0.683333333333333
0.48	0.566666666666667	0.61	0.9	0.773333333333333	0.703333333333333
0.486666666666667	0.413333333333333	0.49	0.88	0.78	0.7
0.426666666666667	0.453333333333333	0.39	0.843333333333333	0.793333333333333	0.853333333333333
0.573333333333333	0.6	0.593333333333333	0.89	0.863333333333333	0.583333333333333
0.46	0.4	0.45	0.893333333333333	0.793333333333333	0.566666666666667
0.246666666666667	0.286666666666667	0.243333333333333	0.91	0.78	0.703333333333333
0.306666666666667	0.293333333333333	0.283333333333333	0.92	0.723333333333333	0.87
0.5	0.653333333333333	0.633333333333333	0.91	0.86	0.846666666666667
0.44	0.393333333333333	0.35	0.91	0.79	0.68
0.46	0.413333333333333	0.45	0.863333333333333	0.786666666666667	0.596666666666667
0.613333333333333	0.473333333333333	0.52	0.883333333333333	0.773333333333333	0.556666666666667
0.273333333333333	0.186666666666667	0.22	0.89	0.706666666666667	0.716666666666667
0.706666666666667	0.706666666666667	0.786666666666667	0.92	0.79	0.853333333333333
0.486666666666667	0.546666666666667	0.53	0.84	0.856666666666667	0.813333333333333
0.453333333333333	0.32	0.416666666666667	0.893333333333333	0.743333333333333	0.756666666666667
0.826666666666667	0.853333333333333	0.82	0.906666666666667	0.846666666666667	0.906666666666667
0.84	0.733333333333333	0.776666666666667	0.87	0.81	0.866666666666667
0.553333333333333	0.853333333333333	0.72	0.89	0.84	0.876666666666667
0.38	0.46	0.406666666666667	0.923333333333333	0.84	0.65
0.566666666666667	0.646666666666667	0.603333333333333	0.903333333333333	0.816666666666667	0.803333333333333
0.406666666666667	0.493333333333333	0.486666666666667	0.866666666666667	0.843333333333333	0.786666666666667
0.526666666666667	0.52	0.506666666666667	0.866666666666667	0.76	0.776666666666667
0.666666666666667	0.54	0.656666666666667	0.876666666666667	0.773333333333333	0.523333333333333
0.686666666666667	0.746666666666667	0.76	0.856666666666667	0.853333333333333	0.83
0.366666666666667	0.5	0.446666666666667	0.896666666666667	0.833333333333333	0.53
0.153333333333333	0.333333333333333	0.21	0.88	0.836666666666667	0.73
0.48	0.44	0.396666666666667	0.903333333333333	0.79	0.613333333333333
0.54	0.566666666666667	0.566666666666667	0.796666666666667	0.83	0.526666666666667
0.426666666666667	0.446666666666667	0.47	0.96	0.81	0.783333333333333
0.74	0.56	0.646666666666667	0.933333333333333	0.806666666666667	0.666666666666667
0.606666666666667	0.726666666666667	0.7	0.87	0.873333333333333	0.763333333333333
