"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.206	0.222	0.215	0.467	0.526	0.448
0.514	0.504	0.586	0.785	0.659	0.409
0.128	0.062	0.084	0.592	0.527	0.287
0.166	0.07	0.122	0.828	0.446	0.65
0.19	0.124	0.156	0.704	0.618	0.474
0.138	0.09	0.089	0.742	0.611	0.456
0.098	0.07	0.075	0.661	0.545	0.45
0.228	0.294	0.321	0.823	0.574	0.504
0.092	0.038	0.067	0.725	0.667	0.536
0.224	0.286	0.295	0.867	0.584	0.428
0.296	0.368	0.333	0.848	0.604	0.397
0.554	0.098	0.301	0.872	0.706	0.602
0.496	0.002	0.452	0.637	0.548	0.326
0.376	0.24	0.371	0.606	0.556	0.429
0.002	0.092	0.066	0.629	0.536	0.362
0.132	0.156	0.125	0.604	0.514	0.528
0.194	0.15	0.2	0.429	0.508	0.567
0.124	0.066	0.087	0.677	0.579	0.463
0.146	0.264	0.196	0.847	0.608	0.502
0.288	0.16	0.25	0.707	0.527	0.529
0.214	0.17	0.246	0.65	0.571	0.432
0.324	0.184	0.314	0.758	0.5	0.507
0.266	0.3	0.262	0.74	0.646	0.499
0.082	0.068	0.063	0.698	0.409	0.29
0.186	0.122	0.157	0.685	0.63	0.404
0.26	0.22	0.204	0.771	0.728	0.365
0.022	0.094	0.083	0.654	0.001	0.512
0.128	0.17	0.154	0.641	0.676	0.519
0.148	0.212	0.153	0.611	0.488	0.506
0.062	0.026	0.077	0.677	0.467	0.485
0.078	0.188	0.158	0.693	0.525	0.495
0.172	0.198	0.18	0.861	0.628	0.537
0.274	0.268	0.253	0.643	0.619	0.442
0.068	0.18	0.129	0.753	0.76	0.447
0.134	0.186	0.182	0.776	0.57	0.552
0.35	0.24	0.306	0.722	0.572	0.5
0.236	0.192	0.246	0.624	0.685	0.534
0.062	0.104	0.072	0.589	0.438	0.37
0.194	0.252	0.235	0.699	0.68	0.514
0.116	0.158	0.153	0.787	0.552	0.411
0.23	0.266	0.221	0.671	0.527	0.473
0.136	0.108	0.121	0.627	0.647	0.516
0.098	0.18	0.128	0.722	0.696	0.483
0.124	0.202	0.169	0.851	0.567	0.338
0.138	0.08	0.096	0.792	0.54	0.376
0.104	0.11	0.126	0.743	0.638	0.445
0.18	0.216	0.229	0.745	0.805	0.408
0.234	0.352	0.317	0.869	0.697	0.54
0.312	0.18	0.218	0.785	0.564	0.534
0.102	0.03	0.066	0.822	0.715	0.472
