"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.444	0.002	0.218	0.91	0.776	0.774
0.684	0	0.379	0.714	0.954	0.407
0.168	0.002	0.037	0.757	0.768	0.823
0.328	0.002	0.138	0	0.719	0.702
0.282	0	0.082	0.984	0.45	0.316
0.32	0.002	0.067	0.695	0.866	0.001
0.292	0.18	0.175	0.98	0.54	0.001
0.176	0	0.001	0.967	0.979	0.977
0.18	0.128	0	0.623	0.001	0.455
0.26	0	0.167	0.605	0.873	0.973
0.306	0	0.752	0.386	0.982	0.786
0.698	0.126	0.395	0.729	0.417	0.837
0.25	0.048	0.644	0.838	0.724	0.001
0.496	0.002	0.343	0.932	0.957	0.001
0.316	0	0.158	0.986	0.985	0.909
0.422	0	0.065	0.778	0.415	0.095
0.776	0.09	0.774	0.886	0.4	0.246
0.246	0.274	0	0.681	0.125	0.992
0.282	0.286	0.079	0.264	0.974	0.459
0.246	0.002	0.001	0.943	0.87	0.949
0.506	0.03	0.205	0.858	0.001	0.867
0.36	0	0.149	0.001	0.837	0.969
0.51	0.002	0.373	0.72	0.61	0.503
0.23	0.094	0.085	0.931	0.978	0.001
0.282	0	0.125	0.001	0.496	0.315
0.328	0.084	0.14	0.73	0.268	0.348
0.76	0	0.66	0.874	0.846	0.142
0.346	0.294	0.267	0.984	0.429	0.553
0.234	0	0.065	0.797	0.001	0.001
0.334	0.002	0.298	0.56	0.425	0.621
0.066	0.002	0.98	0.658	0.943	0.978
0.504	0.052	0.466	0.634	0.61	0.347
0.502	0.002	0.31	0.982	0.471	0.027
0.036	0	0.653	0.649	0.55	0.854
0.406	0	0.35	0.971	0.567	0.481
0.268	0.028	0.134	0.836	0.793	0.001
0.318	0.002	0.215	0.855	0.357	0.925
0.358	0.264	0.054	0.805	0.812	0.125
0.416	0.002	0.347	0.001	0.576	0.481
0.282	0	0.953	0.517	0.497	0.401
0.49	0	0.19	0.953	0.976	0.315
0.146	0.002	0.104	0.977	0.824	0.813
0.036	0.002	0.884	0.976	0.963	0.922
0.408	0.002	0.235	0.001	0.001	0.978
0.308	0	0.123	0.78	0.001	0.617
0.278	0.012	0.98	0.712	0.981	0.356
0.244	0.234	0.167	0.666	0.707	0.655
0.254	0	0.168	0.661	0.974	0.308
0.238	0.002	0.88	0.949	0.344	0.334
0.04	0.002	0.952	0.489	0.362	0.37
