"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.575	0.5	0.5625	0.0875	0.1125	0.25
0.45	0.1	0.4625	0.0625	0.1125	0.2
0.15	0.225	0.225	0.0125	0.0375	0.0625
0.15	0.225	0.3125	0.05	0.05	0.1375
0.3	0.2	0.25	0	0.025	0.075
0.175	0.2	0.2375	0.025	0.0125	0.05
0.225	0.2	0.1875	0.0625	0.0875	0.1125
0.275	0.525	0.3375	0.0375	0.0125	0.0625
0.325	0.525	0.4125	0.0125	0.0875	0.075
0.075	0.225	0.1625	0.025	0.05	0.0875
0.35	0.725	0.6	0.0375	0.15	0.2375
0.45	0.5	0.4875	0.025	0.025	0.1125
0.425	0.375	0.4625	0.0625	0.0875	0.1875
0.1	0.425	0.175	0.0125	0.1125	0.125
0.45	0.625	0.575	0.0125	0.1125	0.1375
0.1	0.225	0.2	0.025	0	0.0625
0.425	0.075	0.25	0.075	0.0875	0.15
0.15	0.275	0.15	0.0375	0.0875	0.1625
0.5	0.35	0.45	0.075	0.15	0.1875
0.175	0.25	0.15	0.025	0.1	0.0875
0.225	0.325	0.275	0.0125	0.05	0.1375
0.25	0.4	0.325	0.025	0.1625	0.0625
0.425	0.475	0.4	0.1	0.1	0.2375
0.325	0.575	0.45	0.075	0.0875	0.275
0.375	0.3	0.375	0	0.0625	0.0875
0.65	0.725	0.725	0.0125	0.0875	0.125
0.05	0.05	0.075	0.0125	0.05	0.0625
0.125	0.4	0.3125	0.025	0.1	0.2
0.325	0.325	0.3375	0.075	0.1	0.1625
0.175	0.2	0.3375	0.0375	0.0125	0.3375
0.7	0.4	0.5625	0.075	0.1875	0.2
0.2	0.225	0.0875	0.0375	0.125	0.125
0.125	0.2	0.2125	0.1125	0.05	0.15
0.275	0.75	0.025	0.0625	0.0875	0.1125
0.125	0.075	0.15	0.0125	0.075	0.05
0.2	0.25	0.25	0.0875	0.0625	0.1125
0.1	0.1	0.0875	0.0375	0.0375	0.075
0.45	0.5	0.4875	0.025	0.025	0.2375
0.075	0.525	0.1375	0	0	0.0125
0.15	0.25	0.1375	0.025	0.025	0.075
0.3	0.35	0.3	0.0375	0.0625	0.1
0.15	0.225	0.1625	0.025	0.025	0.125
0.325	0.15	0.1625	0.05	0.075	0.125
0.625	0.5	0.5875	0.0625	0.0625	0.1625
0.7	0.75	0.75	0.0875	0.075	0.125
0.45	0.35	0.4625	0.05	0.075	0.2125
0.35	0.375	0.45	0.1125	0.175	0.35
0.55	0.525	0.4875	0	0.125	0.1625
0.3	0.45	0.425	0	0.0625	0.1
0.3	0.225	0.25	0.05	0.075	0.125
