"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.171739130434783	0.18695652173913	0.198913043478261	0.33804347826087	0.498913043478261	0.423913043478261
0.476086956521739	0.417391304347826	0.546739130434783	0.768478260869565	0.63695652173913	0.381521739130435
0.1	0.0391304347826087	0.0619565217391304	0.585869565217391	0.498913043478261	0.267391304347826
0.121739130434783	0.0239130434782609	0.0826086956521739	0.801086956521739	0.410869565217391	0.608695652173913
0.143478260869565	0.0608695652173913	0.119565217391304	0.672826086956522	0.58804347826087	0.434782608695652
0.1	0.0565217391304348	0.058695652173913	0.73804347826087	0.583695652173913	0.43804347826087
0.0717391304347826	0.0239130434782609	0.0467391304347826	0.632608695652174	0.510869565217391	0.418478260869565
0.180434782608696	0.230434782608696	0.270652173913043	0.807608695652174	0.53804347826087	0.464130434782609
0.0673913043478261	0.473913043478261	0.0358695652173913	0.692391304347826	0.642391304347826	0.5
0.193478260869565	0.232608695652174	0.258695652173913	0.859782608695652	0.579347826086957	0.419565217391304
0.256521739130435	0.3	0.28804347826087	0.834782608695652	0.578260869565217	0.359782608695652
0.521739130434783	0.0543478260869565	0.243478260869565	0.85	0.669565217391304	0.572826086956522
0.465217391304348	0.00217391304347826	0.420652173913043	0.596739130434783	0.509782608695652	0.260869565217391
0.356521739130435	0.176086956521739	0.317391304347826	0.596739130434783	0.523913043478261	0.391304347826087
0.467391304347826	0.0130434782608696	0.0239130434782609	0.619565217391304	0.515217391304348	0.328260869565217
0.1	0.108695652173913	0.0880434782608696	0.576086956521739	0.485869565217391	0.501086956521739
0.147826086956522	0.091304347826087	0.139130434782609	0.979347826086956	0.460869565217391	0.531521739130435
0.102173913043478	0.0173913043478261	0.05	0.654347826086957	0.555434782608696	0.422826086956522
0.104347826086957	0.223913043478261	0.139130434782609	0.828260869565217	0.585869565217391	0.478260869565217
0.247826086956522	0.108695652173913	0.2	0.68695652173913	0.479347826086957	0.492391304347826
0.180434782608696	0.115217391304348	0.204347826086957	0.632608695652174	0.55	0.391304347826087
0.289130434782609	0.110869565217391	0.268478260869565	0.745652173913044	0.473913043478261	0.470652173913043
0.226086956521739	0.239130434782609	0.226086956521739	0.722826086956522	0.628260869565217	0.477173913043478
0.0565217391304348	0	0.033695652173913	0.669565217391304	0.381521739130435	0.26304347826087
0.147826086956522	0.0804347826086956	0.122826086956522	0.652173913043478	0.614130434782609	0.379347826086956
0.226086956521739	0.176086956521739	0.169565217391304	0.767391304347826	0.715217391304348	0.344565217391304
0.0195652173913043	0.0608695652173913	0.0543478260869565	0.623913043478261	0.947826086956522	0.469565217391304
0.091304347826087	0.104347826086957	0.0989130434782609	0.589130434782609	0.646739130434783	0.494565217391304
0.115217391304348	0.152173913043478	0.119565217391304	0.595652173913043	0.460869565217391	0.485869565217391
0.0347826086956522	0	0.0423913043478261	0.651086956521739	0.415217391304348	0.453260869565217
0.0456521739130435	0.139130434782609	0.11195652173913	0.659782608695652	0.501086956521739	0.471739130434783
0.143478260869565	0.143478260869565	0.144565217391304	0.848913043478261	0.578260869565217	0.51304347826087
0.23695652173913	0.204347826086957	0.216304347826087	0.626086956521739	0.592391304347826	0.38804347826087
0.0304347826086957	0.123913043478261	0.0869565217391304	0.727173913043478	0.73695652173913	0.403260869565217
0.0891304347826087	0.117391304347826	0.131521739130435	0.770652173913044	0.540217391304348	0.525
0.31304347826087	0.176086956521739	0.251086956521739	0.7	0.544565217391304	0.470652173913043
0.206521739130435	0.130434782608696	0.206521739130435	0.565217391304348	0.651086956521739	0.507608695652174
0.0304347826086957	0.05	0.0315217391304348	0.53804347826087	0.384782608695652	0.321739130434783
0.167391304347826	0.204347826086957	0.185869565217391	0.682608695652174	0.664130434782609	0.483695652173913
0.0847826086956522	0.1	0.109782608695652	0.773913043478261	0.509782608695652	0.369565217391304
0.195652173913043	0.210869565217391	0.18804347826087	0.646739130434783	0.51304347826087	0.457608695652174
0.0978260869565217	0.0608695652173913	0.0793478260869565	0.601086956521739	0.61304347826087	0.479347826086957
0.0630434782608696	0.128260869565217	0.0923913043478261	0.704347826086957	0.678260869565217	0.459782608695652
0.0934782608695652	0.145652173913043	0.128260869565217	0.842391304347826	0.529347826086957	0.308695652173913
0.1	0.0260869565217391	0.0597826086956522	0.773913043478261	0.501086956521739	0.333695652173913
0.0652173913043478	0.0565217391304348	0.0869565217391304	0.727173913043478	0.617391304347826	0.41195652173913
0.13695652173913	0.156521739130435	0.184782608695652	0.730434782608696	0.793478260869565	0.36195652173913
0.195652173913043	0.284782608695652	0.278260869565217	0.859782608695652	0.670652173913043	0.508695652173913
0.284782608695652	0.134782608695652	0.16195652173913	0.757608695652174	0.531521739130435	0.483695652173913
0.0739130434782609	0.00217391304347826	0.041304347826087	0.81304347826087	0.697826086956522	0.440217391304348
