"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.4	1	0.75	0.325	0.3125	0.4625
0.1	1	0.4625	0.0625	0.2125	0.4375
0.575	1	0.9875	0.1875	0.1625	0.35
0.25	0.8	0.6375	0.25	0.2125	0.5125
0.15	1	1	0.0875	0.9875	0.1875
0.275	1	0.7375	0.1375	0.5	0.55
0.4	1	0.6375	0.1	0.2	0.1625
0.35	0.975	0.625	0.0625	0.2875	0.6
0.325	1	0.55	0.15	0.2625	0.325
0.425	1	0.7	0.5125	0.1875	0.2375
0.4	1	0.625	0.175	0.1375	1
0.05	1	0.5875	0.2125	0.15	0.35
0.625	1	0.5	0.275	0.375	0.9875
0.175	1	0.6125	0.075	0.3625	0.8125
0.625	1	0.525	0.1125	0.175	0.2
0.4	1	0.475	0.25	0.2625	0.35
0.225	1	0.5375	0.0875	0.325	0.4125
0.275	1	0.175	0.05	0.125	0.2125
0.225	0.8	0.5875	0.25	0.425	0.55
0.45	1	0.9875	0.1625	0.2875	0.35
0.225	1	0.45	0.1875	0.4625	0.45
0.175	1	0.6	0.15	0.175	0.15
0.175	0.675	0.3875	0.175	0.275	0.3125
0.125	1	0.475	0.125	0.5	0.375
0.375	1	0.625	0.9875	0.525	0.4
0.525	1	0.4625	0.9875	0.175	0.225
0.275	1	0.3625	0.0875	1	0.5
0.175	0.775	0.425	0.025	0.3625	0.45
0.35	1	0.7125	0.9875	0.3125	0.2875
0.275	1	0.6875	0.2375	0.25	0.325
0.35	1	0.175	0.1375	0.3125	0.3375
0.25	0.8	0.5	0.075	1	0.4125
0.225	1	0.575	0.05	0.3	0.4
0.3	0.925	0.6375	0.2125	0.2625	0.3625
0.2	1	0.5	0.0875	0.3375	0.4875
0.175	1	0.6	0.5	0.2	0.275
0.425	1	0.625	0.1625	0.7375	0.9875
0.15	0.8	0.4125	0.2	0.225	0.9875
0.375	0.975	0.625	0.025	0.3125	0.425
0.425	1	0.7375	0.175	0.475	0.9875
0.275	1	0.5625	0.1125	0.3625	0.8625
0.475	0.9	0.6875	0.1125	0.2125	0.325
0.35	0.95	0.6875	0.1375	0.9875	0.6
0.15	1	0.5625	0.2375	0.15	0.1625
0.675	1	0.75	0.65	0.8375	0.8
0.35	0.925	0.6375	0.0375	0.675	0.45
0.4	1	0.675	0.125	0.9875	0.25
0.25	1	0.6	0.175	0.4375	0
0.25	1	0.6	0.0875	0.0875	0.9875
0.125	1	0.4875	0.2625	0.3625	0.425
