"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.224	0.15	0.229	0.644	0.604	0.502
0.832	0.596	0.806	0.767	0.691	0.503
0.13	0.146	0.156	0.631	0.565	0.369
0.362	0.178	0.341	0.856	0.474	0.512
0.254	0.158	0.209	0.712	0.616	0.489
0.336	0.242	0.313	0.74	0.571	0.43
0.22	0.19	0.21	0.631	0.559	0.397
0.222	0.264	0.309	0.757	0.717	0.412
0.25	0.204	0.277	0.806	0.701	0.785
0.166	0.256	0.256	0.77	0.605	0.367
0.612	0.43	0.273	0.742	0.621	0.987
0.72	0.226	0.408	0.855	0.615	0.717
0.066	0.492	0.113	0.805	0.647	0.417
0.722	0.212	0.423	0.657	0.656	0.428
0.346	0.156	0.196	0.634	0.473	0.278
0.128	0.22	0.288	0.694	0.696	0.591
0.328	0.408	0.466	0.672	0.61	0.508
0.18	0.178	0.229	0.747	0.626	0.53
0.282	0.28	0.3	0.848	0.599	0.45
0.166	0.234	0.291	0.733	0.533	0.59
0.458	0.464	0.704	0.805	0.63	0.672
0.402	0.344	0.497	0.73	0.58	0.51
0.478	0.466	0.496	0.791	0.734	0.643
0.002	0.002	0	0.626	0.562	0.537
0.328	0.36	0.36	0.708	0.61	0.356
0.09	0.352	0.293	0.716	0.648	0.422
0.228	0.132	0.204	0.644	0.517	0.435
0.308	0.432	0.517	0.753	0.757	0.616
0.242	0.252	0.311	0.673	0.563	0.476
0.282	0.306	0.336	0.753	0.549	0.501
0.214	0.372	0.332	0.782	0.581	0.526
0.352	0.4	0.534	0.761	0.574	0.589
0.388	0.3	0.394	0.722	0.624	0.49
0.184	0.344	0.263	0.794	0.684	0.679
0.38	0.276	0.531	0.766	0.635	0.572
0.408	0.294	0.423	0.787	0.559	0.487
0.252	0.2	0.267	0.681	0.595	0.463
0.026	0.214	0.179	0.703	0.557	0.481
0.228	0.3	0.196	0.674	0.575	0.418
0.242	0.108	0.253	0.861	0.552	0.422
0.268	0.4	0.373	0.716	0.649	0.514
0.168	0.216	0.232	0.718	0.677	0.604
0.172	0.296	0.312	0.737	0.677	0.764
0.356	0.394	0.434	0.846	0.564	0.429
0.05	0.18	0.291	0.664	0.375	0.244
0.268	0.23	0.312	0.779	0.624	0.559
0.182	0.218	0.282	0.728	0.479	0.402
0.322	0.37	0.42	0.843	0.627	0.582
0.282	0.172	0.279	0.718	0.546	0.5
0.542	0.354	0.559	0.693	0.457	0.324
