"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.3	0.325	0.2875	0.1625	0.2125	0.2625
0.175	0.2	0.175	0.075	0.1625	0.175
0.525	0.575	0.525	0.1875	0.2	0.325
0.25	0.3	0.2375	0.0625	0.125	0.1875
0.225	0.325	0.225	0.0625	0.075	0.125
0.325	0.4	0.3625	0.025	0.175	0.3125
0.325	0.325	0.3125	0.125	0.1375	0.2625
0.35	0.3	0.25	0.075	0.125	0.175
0.45	0.75	0.5	0.1125	0.2375	0.125
0.3	0.225	0.2625	0.0875	0.1375	0.2625
0.35	0.3	0.3125	0.05	0.1875	0.2375
0.025	0.225	0.0625	0.0125	0.0375	0
0.3	0.15	0.4	0.1125	0.1625	0.1625
0.15	0.175	0.1625	0.1125	0.15	0.2375
0.225	0.35	0.225	0.1625	0.225	0.3625
0.225	0.325	0.3	0.125	0.1125	0.1625
0.975	0.275	0.2875	0.1375	0.1125	0.1375
0.225	0.35	0.225	0.05	0.075	0.125
0.3	0.3	0.2875	0.1	0.1625	0.15
0.35	0.375	0.35	0.1	0.15	0.15
0.275	0.4	0.3	0.125	0.1625	0.225
0.225	0.3	0.1625	0.075	0.2	0.175
0.15	0.2	0.1625	0.075	0.1125	0.15
0.3	0.4	0.3	0.1	0.2	0.2125
0.35	0.3	0.325	0.1	0.125	0.1875
0.225	0.4	0.3	0.0625	0.15	0.175
0.1	0.1	0.675	0	0.9875	0.175
0.2	0.175	0.15	0.05	0.0875	0.075
0.325	0.4	0.325	0.1375	0.15	0.2125
0.35	0.3	0.2625	0.15	0.2125	0.15
0.6	0.475	0.5	0.1	0.1625	0.2
0.225	0.2	0.1875	0.0875	0.05	0.1875
0.15	0.175	0.1625	0.125	0.1375	0.2
0.75	0.35	0.4	0.05	0.0625	0.2
0.15	0.175	0.1625	0.1	0.125	0.0875
0.3	0.35	0.3125	0.0875	0.2125	0.225
0.3	0.25	0.2625	0.1	0.125	0.2125
0.25	0.3	0.275	0.1	0.15	0.175
0.275	0.275	0.2625	0.175	0.125	0.25
0.25	0.05	0.3875	0.05	0.075	0.075
0.175	0.45	0.225	0.1	0.1625	0.15
0.425	0.475	0.4	0.1125	0.125	0.2
0.7	0.35	0.35	0.1	0.1375	0.15
0.2	0.225	0.2125	0.025	0.125	0.2
0.3	0.375	0.35	0.0625	0.25	0.3
0.325	0.4	0.3375	0.0375	0.2125	0.125
0.3	0.25	0.25	0.025	0.075	0.2375
0.275	0.3	0.225	0.075	0.1375	0.1375
0.35	0.4	0.3875	0.0875	0.1125	0.1125
0.625	0.975	0.5125	0.0625	0.075	0.1
