"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.206	0.22	0.231	0.364	0.522	0.451
0.51	0.456	0.577	0.785	0.661	0.416
0.126	0.064	0.087	0.605	0.525	0.299
0.166	0.05	0.121	0.813	0.442	0.633
0.188	0.094	0.163	0.692	0.613	0.47
0.136	0.084	0.089	0.748	0.6	0.458
0.1	0.052	0.077	0.654	0.534	0.448
0.228	0.276	0.316	0.82	0.569	0.5
0.092	0.508	0.059	0.709	0.664	0.527
0.232	0.272	0.297	0.87	0.602	0.453
0.294	0.338	0.327	0.846	0.604	0.393
0.554	0.094	0.288	0.86	0.693	0.602
0.496	0.002	0.452	0.614	0.532	0.288
0.388	0.214	0.349	0.612	0.546	0.421
0.494	0.032	0.054	0.637	0.541	0.36
0.136	0.144	0.121	0.596	0.517	0.535
0.194	0.128	0.184	0.981	0.489	0.562
0.146	0.04	0.086	0.673	0.581	0.456
0.146	0.262	0.181	0.839	0.61	0.508
0.286	0.146	0.239	0.703	0.503	0.517
0.216	0.146	0.239	0.646	0.569	0.417
0.326	0.152	0.307	0.76	0.5	0.498
0.268	0.278	0.263	0.74	0.651	0.509
0.088	0.016	0.056	0.685	0.407	0.292
0.184	0.116	0.159	0.669	0.634	0.409
0.258	0.212	0.205	0.776	0.727	0.376
0.04	0.09	0.084	0.643	0.95	0.501
0.132	0.148	0.14	0.616	0.67	0.528
0.156	0.194	0.161	0.612	0.487	0.51
0.062	0.002	0.069	0.667	0.437	0.481
0.078	0.178	0.149	0.681	0.53	0.502
0.184	0.18	0.18	0.859	0.604	0.541
0.274	0.234	0.252	0.645	0.617	0.418
0.07	0.164	0.128	0.743	0.754	0.44
0.134	0.16	0.177	0.786	0.571	0.558
0.352	0.214	0.295	0.718	0.571	0.502
0.246	0.172	0.249	0.593	0.675	0.541
0.066	0.086	0.065	0.567	0.418	0.358
0.204	0.24	0.22	0.697	0.679	0.509
0.116	0.132	0.146	0.789	0.54	0.403
0.228	0.242	0.22	0.665	0.535	0.481
0.136	0.092	0.112	0.617	0.635	0.505
0.096	0.162	0.125	0.721	0.694	0.488
0.136	0.186	0.171	0.853	0.561	0.348
0.14	0.054	0.093	0.786	0.526	0.367
0.104	0.092	0.126	0.741	0.638	0.44
0.178	0.194	0.222	0.745	0.805	0.395
0.234	0.324	0.317	0.867	0.689	0.537
0.324	0.17	0.198	0.773	0.558	0.515
0.102	0.018	0.066	0.827	0.717	0.469
