"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.45	0	0.17	0.93	0.88	0.72
0.86	0.01	0.675	0.41	0.615	0.005
0.77	0	0.205	0.85	0.9	0.595
0.39	0	0.09	0.925	0.16	0.875
0.7	0	0.42	0.98	0.005	0.525
0.63	0	0.505	0.725	0.795	0.705
0.82	0.01	0.39	0.89	0.865	0.635
0.48	0.33	0.435	0.87	0.37	0.725
0.78	0.13	0.695	0.925	0.7	0.8
0.62	0	0.36	0.66	0.915	0.865
0.46	0	0.005	0.91	0.82	0.13
0.66	0.32	0.265	0.965	0.93	0.7
0.71	0	0.315	0.925	0.95	0.865
0.65	0.01	0.275	0.8	0.725	0.775
0.44	0	0.005	0.99	0	0.84
0.72	0	0.545	0.97	0.49	0.96
0.67	0	0.31	0.925	0.655	0.31
0.81	0.11	0.465	0.965	0.915	0.91
0.54	0.04	0.4	0.88	0.97	0.735
0.84	0	0.62	0.895	0.995	0.71
0.71	0	0.345	0.885	0.94	0.52
0.72	0	0.475	0.875	0.85	0.47
0.68	0.01	0.565	0.875	0.705	0.78
0.86	0.01	0.36	0.915	0.985	0.525
0.43	0.01	0.26	0.985	0.895	0.265
0.62	0.01	0.8	0.95	0.895	0.915
0.56	0.01	0.31	0.96	0.375	0.79
0.55	0.3	0.345	0.925	0.925	0.425
0.71	0	0.24	0.97	0.77	0.75
0.52	0.01	0.255	0.755	0.71	0.39
0.87	0	0.17	0.56	0.97	0.66
0.8	0.03	0.36	0.83	0.915	0.61
0.65	0	0.385	0.915	0.835	0.74
0.5	0	0.315	0.83	0.925	0.435
0.52	0	0.27	0.79	0.78	0.905
0.68	0.01	0.535	0.785	0.365	0.655
0.52	0.01	0.33	0.925	0.87	0.005
0.64	0.08	0.54	0.63	0.88	0.995
0.82	0.01	0.535	0.92	0.78	0.665
0.78	0.01	0.325	0.855	0.865	0.805
0.53	0.01	0.245	0.905	0.555	0.45
0.64	0.01	0.46	0.965	0.005	0.89
0.71	0	0.275	0.915	0.99	0.845
0.73	0	0.645	0.93	0.565	0.76
0.53	0	0.115	0.94	0.785	0.825
0.42	0.01	0.34	0.51	0.855	0.85
0.44	0.01	0.165	0.77	0.865	0.63
0.55	0.12	0.275	0.91	0.82	0.54
0.78	0	0.63	0.975	0.97	0.005
0.55	0	0.005	0.91	0.86	0.695
