"only U"	"only Z"	"early fusion"	"rho=0.25"	"rho=0.5"	"rho=0.75"
0.5	0.975	0.5875	0.0875	0.1375	0.4375
0.275	0.425	0.3625	0.1375	0.175	0.2625
0.975	0.65	0.9875	0.2	0.0875	0.275
0.6	0.975	0.675	0.175	0.2375	0.2875
0.4	1	0.9875	0.0125	0.4375	0.325
0.45	0.6	0.4625	0.025	0.3375	0.0875
0.475	0.225	0.525	0.1375	0.225	0.475
0.35	0.475	0.3875	0.125	0.225	0.1625
0.375	0.425	0.3875	0.1125	0.25	0.3125
0.525	0.5	0.5	0.175	0.5	0.5
0.975	0.55	0.6125	0.225	0	0.9875
0.4	0.225	0.5625	0.275	0.075	0.325
0.975	0.1	0.025	0.05	0.0125	0.4625
0.3	0.15	0.5375	0.175	0.1625	0.2375
0.975	1	0.9875	0.225	0.2875	0.325
0.35	0.425	0.2	0.15	0.2	0.1625
0.625	1	0.5875	0.15	0.1625	0.2375
0.175	0.4	0.15	0.9875	0.0375	0.9875
0.025	0.075	0.4625	0.0625	0.1	0.325
0.35	0.525	0.3875	0.1125	0.3375	0.3375
0.475	0.225	0.45	0.075	0.3375	0.4375
0.6	0.975	0.5875	0.2	0.35	0.1625
0.45	0.375	0.3625	0.1625	0.2125	0.275
0.45	0.525	0.425	0.2	1	0.425
0.5	0.525	0.5	0.15	0.2375	0.3
0.425	0.8	0.0125	0.075	0.3	0.3625
0.975	0.225	0.9875	0.125	0.2125	0.3625
1	0.1	0.4625	0.2125	0.0875	0.1125
0.475	0.525	0.4625	0.1125	0.325	0.3625
0.5	0.2	0.575	0.1875	0.1375	0.4375
0.4	0.475	0.4125	0.2125	0.225	0.375
0.5	0.175	0.4875	0.0625	0.2125	0.2375
0.375	0.5	0.325	0.1875	0.2	0.0875
0.45	0.2	0.4125	0.1	0.2625	0.2875
0.875	0.55	0.5875	0.1125	0.35	0.325
0.425	0.475	0.3	0.15	0.1625	0.225
0.325	0.975	0.175	0.3125	0.2	0.175
0.975	0.1	0.05	0.125	0.175	0.2
0.425	0.4	0.3875	0.1625	0.275	0.3125
0.45	0.975	0.9875	0.1125	0.275	0.3375
0.65	0.6	0.5625	0.1375	0.175	0.2625
0.625	0.525	0.3875	0.1625	0.225	0.2625
0.45	0.975	0.4625	0.2125	0.2625	0.4125
0.35	0.35	0.35	0.15	0.15	0.275
0.5	0.275	0.475	0.075	0.1125	0.4
0.225	0.075	0.075	0.2125	0.2875	0.2875
0.975	0.975	0.9875	0.2	0.1875	0.5125
0.6	0.6	0.65	0.1875	0.1625	0.3375
0.375	0.425	0.4125	0.15	0.2	0.3
0.575	0.625	0.625	0.15	0	0.325
